GEO_ID,Unnamed: 0,STATE,COUNTY,WNTW_RISKV,WNTW_RISKR,WNTW_EALS,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL
310M700US19740,263,Colorado,Douglas,182538.74080922888,Relatively Moderate,85.5772206747137,3.563209642e-06,2.653484e-09,2.40046011e-07,52.49148870318786
310M700US19740,265,Colorado,Elbert,81374.34163443686,Relatively Low,70.22593624264934,6.439657535e-06,2.00817135e-07,1.65678959e-07,64.25255338904364
310M700US17820,266,Colorado,El Paso,65950.7765396605,Relatively Low,59.51717734447539,4.17318145e-07,3.036682e-09,4.46045881e-07,13.556174558960072
310M700US19740,269,Colorado,Gilpin,45706.24991784756,Relatively Low,51.098731043020734,2.0984088387e-05,2.37352127e-07,0.0,78.42773135252243
310M700US19740,275,Colorado,Jefferson,158505.75583373333,Relatively Moderate,80.93469514082328,1.701348657e-06,1.637094e-09,1.82864544e-07,38.16155988857939
310M700US22660,280,Colorado,Larimer,159435.18148851677,Relatively Moderate,79.17053543794489,2.234314709e-06,6.219528e-09,1.48113707e-07,38.06870937790158
310M700US24300,284,Colorado,Mesa,671.1248034863729,Very Low,5.199628597957289,3.11401e-09,1.89956e-10,1.463657535e-06,8.047044258743423
310M700US19740,292,Colorado,Park,13361.709068586022,Very Low,26.771897245434847,8.18776585e-07,6.8480239e-08,1.8617438e-07,31.47632311977716
310M700US39380,296,Colorado,Pueblo,15958.409815750383,Very Low,22.500773754255647,3.4036203e-08,6.302067e-09,2.6871524e-07,6.716186939028165
310M700US17820,305,Colorado,Teller,85479.35860953786,Relatively Low,65.95481275147014,1.065320592e-06,2.95994513e-07,7.67137732e-07,73.59950479727638
310M700US24540,307,Colorado,Weld,201284.2436236829,Relatively Moderate,81.52274837511607,3.468104238e-06,2.824557e-09,7.054e-12,51.59393376663572
310M700US20100,317,Delaware,Kent,354114.27787724865,Relatively High,87.24852986691427,4.289813269e-06,6.4932995e-08,1.74470748e-07,45.001547508511294
310M700US37980,318,Delaware,New Castle,2037035.5155579108,Very High,99.38099659548128,2.372910558e-06,2.48218865e-07,2.16200525e-07,66.75951717734448
310M700US47900,320,District of Columbia,District of Columbia,369428.75286745175,Relatively High,88.85793871866295,8.16696e-09,3.9661914e-08,0.0,20.767564221603216
310M700US23540,321,Florida,Alachua,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US27260,322,Florida,Baker,4231.167137186502,Very Low,9.408851748684617,7.43861186e-07,2.982227e-09,1.55524421e-07,19.28195605075828
310M700US37460,323,Florida,Bay,42309.43132404653,Relatively Low,41.90653048591767,6.626489e-08,1.551733e-08,3.10823466e-07,9.223150727329
310M700US37340,325,Florida,Brevard,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US33100,326,Florida,Broward,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US39460,328,Florida,Charlotte,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US26140,329,Florida,Citrus,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US27260,330,Florida,Clay,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US34940,331,Florida,Collier,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US27260,335,Florida,Duval,1.031971167264467,Very Low,4.549675023212628,2.073e-12,2.4e-14,6.155553e-09,4.797276385020117
310M700US37860,336,Florida,Escambia,134359.36015322234,Relatively Moderate,70.04023522129371,5.2891656e-07,2.1872231e-08,2.404297578e-06,15.010832559579075
310M700US19660,337,Florida,Flagler,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US45220,339,Florida,Gadsden,28547.25624610828,Relatively Low,29.18601052305788,1.710912817e-06,1.564824e-08,5.07106539e-07,24.72918601052305
310M700US23540,340,Florida,Gilchrist,3044.0302013352884,Very Low,6.901887960383782,7.43850898e-07,2.982156e-09,1.55522471e-07,18.97245434849892
310M700US45300,346,Florida,Hernando,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US42700,347,Florida,Highlands,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US45300,348,Florida,Hillsborough,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US42680,350,Florida,Indian River,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US45220,352,Florida,Jefferson,12405.747621849794,Very Low,19.405756731662024,2.722912989e-06,2.3484117e-08,7.60659808e-07,34.168987929433605
310M700US36740,354,Florida,Lake,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US15980,355,Florida,Lee,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US45220,356,Florida,Leon,93635.51939510604,Relatively Moderate,64.46920458062519,1.11007139e-07,2.3472662e-08,7.60661096e-07,13.772825750541628
310M700US23540,357,Florida,Levy,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US35840,360,Florida,Manatee,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US36100,361,Florida,Marion,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US38940,362,Florida,Martin,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US33100,363,Florida,Miami-Dade,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US27260,365,Florida,Nassau,3051.928170322569,Very Low,8.696997833488085,1.36410898e-07,1.096982e-09,1.51105768e-07,8.108944599195295
310M700US18880,366,Florida,Okaloosa,69217.90401235895,Relatively Low,55.06035283194058,4.12572931e-07,1.7826036e-08,2.396082374e-06,12.782420303311667
310M700US36740,368,Florida,Orange,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US36740,369,Florida,Osceola,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US33100,370,Florida,Palm Beach,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US45300,371,Florida,Pasco,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US45300,372,Florida,Pinellas,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US29460,373,Florida,Polk,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US27260,375,Florida,St. Johns,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US38940,376,Florida,St. Lucie,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US37860,377,Florida,Santa Rosa,63629.32040931148,Relatively Low,54.6580006190034,4.97099236e-07,2.0740193e-08,2.402177383e-06,14.1751779634788
310M700US35840,378,Florida,Sarasota,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US36740,379,Florida,Seminole,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US48680,380,Florida,Sumter,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US19660,384,Florida,Volusia,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
310M700US45220,385,Florida,Wakulla,10040.043129558408,Very Low,19.03435468895079,9.62696632e-07,1.5621979e-08,3.10967451e-07,15.970287836583102
310M700US18880,386,Florida,Walton,21365.885545110967,Relatively Low,28.288455586505727,1.23119632e-07,1.8131397e-08,2.255912802e-06,10.95636025998143
310M700US37460,387,Florida,Washington,9789.969253405025,Very Low,14.515629835964097,5.78424308e-07,1.5652015e-08,5.07184859e-07,13.27762302692665
310M700US12060,394,Georgia,Barrow,156180.2276767663,Relatively Moderate,73.59950479727638,5.40341667e-07,1.25185922e-07,3.24194031e-06,47.22995976477871
310M700US12060,395,Georgia,Bartow,232536.86420289628,Relatively Moderate,82.14175177963479,5.2642095e-07,1.48658279e-07,2.954926941e-06,52.1819870009285
310M700US31420,398,Georgia,Bibb,114825.50661491182,Relatively Moderate,65.4905601980811,5.7910821e-08,4.6944709e-08,1.215727616e-06,23.30547818012999
310M700US15260,400,Georgia,Brantley,22867.115974454828,Relatively Low,28.783658310120707,4.228025658e-06,3.9140603e-08,7.77664227e-07,40.451872485298665
310M700US46660,401,Georgia,Brooks,15452.76650971707,Very Low,19.96285979572888,1.9953307e-06,2.347236e-08,7.60659808e-07,28.690807799442897
310M700US42340,402,Georgia,Bryan,43716.84273989491,Relatively Low,45.77530176415971,4.452277955e-06,1.9206026e-08,8.80373843e-07,44.81584648715568
310M700US12260,404,Georgia,Burke,62577.68180902398,Relatively Low,51.34633240482822,6.930001672e-06,5.2448464e-08,1.399702235e-06,52.460538532961934
310M700US12060,405,Georgia,Butts,35876.61538477294,Relatively Low,37.38780563293098,2.266547601e-06,6.2592955e-08,1.620970155e-06,35.778396781182295
310M700US12060,409,Georgia,Carroll,29351.823601013453,Relatively Low,34.7570411637264,2.24708005e-07,1.3761582e-08,2.634084938e-06,10.337356855462705
310M700US16860,410,Georgia,Catoosa,189695.54681014875,Relatively Moderate,79.51098731043021,1.61268328e-07,2.15992276e-07,2.30339087e-07,64.93345713401423
310M700US42340,412,Georgia,Chatham,71148.5088055469,Relatively Low,55.98885793871865,8.9584085e-08,1.640916e-08,9.33296715e-07,10.12070566388115
310M700US17980,413,Georgia,Chattahoochee,5552.109206348488,Very Low,11.6991643454039,9.07820722e-07,3.1296474e-08,1.014213077e-06,20.705663881151345
310M700US12060,415,Georgia,Cherokee,491185.0440238618,Relatively High,93.16001238006808,1.29175476e-07,1.64327974e-07,3.266849476e-06,56.14360878984834
310M700US12020,416,Georgia,Clarke,213980.00757564272,Relatively Moderate,79.60383782110802,4.06675684e-07,1.09537682e-07,2.836697771e-06,43.76354069947384
310M700US12060,418,Georgia,Clayton,394871.3616828658,Relatively High,87.3413803775921,1.88158259e-07,7.8252342e-08,2.026277095e-06,35.035592695759824
310M700US12060,420,Georgia,Cobb,1144068.040598078,Very High,97.98823893531414,5.1652654e-08,1.25210269e-07,3.242234951e-06,48.56081708449396
310M700US12260,423,Georgia,Columbia,290747.6387441653,Relatively Moderate,87.83658310120705,7.700001858e-06,3.3076028e-08,1.555224706e-06,55.86505725781492
310M700US12060,425,Georgia,Coweta,147580.38455523338,Relatively Moderate,75.33271432992882,2.68734122e-07,7.8255775e-08,2.026353089e-06,34.602290312596715
310M700US31420,426,Georgia,Crawford,16201.491223207093,Very Low,21.386567626121945,3.246481486e-06,4.6944721e-08,1.215727616e-06,36.61405137728258
310M700US16860,428,Georgia,Dade,53132.243973653945,Relatively Low,47.4775611265862,5.86744505e-07,2.15992276e-07,2.30339087e-07,63.85020117610648
310M700US12060,429,Georgia,Dawson,86578.31520168029,Relatively Low,64.53110492107706,8.71131998e-07,2.58195964e-07,5.132241529e-06,69.35933147632312
310M700US12060,431,Georgia,DeKalb,1382882.1953023437,Very High,98.050139275766,1.1126112e-07,1.25344958e-07,3.245287533e-06,48.31321572268648
310M700US10500,434,Georgia,Dougherty,47710.485317399696,Relatively Low,42.71123491179202,1.85024518e-07,3.129648e-08,1.014213077e-06,16.651191581553697
310M700US12060,435,Georgia,Douglas,206439.24406117,Relatively Moderate,79.54193748065614,6.1426897e-08,1.0171514e-07,2.634174955e-06,42.52553389043639
310M700US46660,437,Georgia,Echols,4216.231741723822,Very Low,9.316001238006807,4.226497214e-06,3.9120601e-08,7.77612353e-07,37.79015784586815
310M700US42340,438,Georgia,Effingham,62122.63931622173,Relatively Low,55.834107087588976,4.631976048e-06,1.9903816e-08,9.33323629e-07,45.68245125348189
310M700US12060,443,Georgia,Fayette,111356.15708272296,Relatively Moderate,71.95914577530176,3.36204625e-07,7.8247487e-08,2.026394736e-06,34.19993809965955
310M700US40660,444,Georgia,Floyd,36740.75833692673,Relatively Low,37.41875580315692,9.8728613e-08,2.2230245e-08,1.93484833e-07,12.256267409470752
310M700US12060,445,Georgia,Forsyth,431325.7986209371,Relatively High,92.60290931600125,1.46803464e-07,1.64379633e-07,3.266624205e-06,55.6793562364593
310M700US12060,447,Georgia,Fulton,86481.03813904621,Relatively Low,63.38594862271742,8.0743572e-08,5.116592e-09,2.80960176e-06,6.561436087898484
310M700US15260,450,Georgia,Glynn,124551.656757969,Relatively Moderate,69.57598266790468,4.200052844e-06,3.9031924e-08,7.71519154e-07,43.42308882698856
310M700US12060,454,Georgia,Gwinnett,1572142.20204347,Very High,98.76199319096256,7.2759182e-08,1.25200815e-07,3.241950213e-06,48.40606623336428
310M700US23580,456,Georgia,Hall,599999.3051557576,Relatively High,92.26245744351594,3.57432085e-07,1.95603003e-07,3.888061765e-06,60.94088517486846
310M700US12060,458,Georgia,Haralson,11681.48892469329,Very Low,18.879603837821108,7.69396615e-07,1.5878746e-08,3.03931904e-06,16.682141751779636
310M700US17980,459,Georgia,Harris,23065.928798509816,Relatively Low,32.652429588362736,4.8694358e-08,5.4768841e-08,1.418348885e-06,26.617146394305166
310M700US12060,461,Georgia,Heard,4522.255298079672,Very Low,8.82079851439183,6.41311157e-07,1.1644414e-08,2.228833963e-06,15.629835964097802
310M700US12060,462,Georgia,Henry,218943.7135567007,Relatively Moderate,83.65831012070566,5.5029651e-07,7.041707e-08,1.823591422e-06,31.32157226864748
310M700US47580,463,Georgia,Houston,92516.32696973976,Relatively Moderate,64.74775611265862,4.23353714e-07,3.9120592e-08,1.013106338e-06,20.51996285979573
310M700US12060,466,Georgia,Jasper,22825.420322700305,Relatively Low,29.06220984215413,3.33574044e-06,6.2592961e-08,1.620970155e-06,41.03992571959146
310M700US31420,471,Georgia,Jones,21524.57954384143,Relatively Low,30.764469204580625,1.30226348e-06,4.6944721e-08,1.215727616e-06,26.926648096564527
310M700US46660,473,Georgia,Lanier,10078.258155497804,Very Low,15.846487155679355,3.703568545e-06,2.347236e-08,4.66567412e-07,38.9353141442278
