,STATE,COUNTY,WNTW_RISKV,WNTW_RISKR,WNTW_EALS,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL
49,Alabama,Monroe,11059.210825571936,Very Low,16.682141751779636,3.24133678e-07,3.1381855e-08,2.07998317e-07,17.889198390591147
50,Alabama,Montgomery,19660.767695162136,Very Low,25.657691117301145,3.1218204e-08,5.292915e-09,7.817599066e-06,6.963788300835655
51,Alabama,Morgan,275343.57771077054,Relatively Moderate,84.55586505725782,3.39374842e-07,1.55514438e-07,3.12311881e-07,53.72949551222532
52,Alabama,Perry,2975.132337671843,Very Low,6.83998761993191,6.93302291e-07,1.0585831e-08,1.572191827e-06,15.72268647477561
53,Alabama,Pickens,42772.31103076117,Relatively Low,38.2544103992572,1.882196669e-06,1.01713562e-07,6.8579424e-07,43.08263695450325
54,Alabama,Pike,14886.04229063467,Very Low,21.10801609408852,3.19340136e-07,2.347236e-08,5.312713375e-06,16.86784277313525
55,Alabama,Randolph,10719.261637436515,Very Low,16.589291241101826,7.26420795e-07,1.693733e-08,6.699175529e-06,21.35561745589601
56,Alabama,Russell,30561.07291070216,Relatively Low,33.76663571649644,2.08415695e-07,3.129648e-08,1.859912619e-06,17.05354379449087
57,Alabama,St. Clair,24062.82613008833,Relatively Low,33.30238316310739,3.69322006e-07,1.693733e-08,9.49963889e-07,11.730114515629836
58,Alabama,Shelby,41440.37955905436,Relatively Low,48.83936861652738,9.685957e-08,1.5878746e-08,3.358093466e-06,9.780253791395852
59,Alabama,Sumter,26960.67654350193,Relatively Low,27.20519962859796,1.553920415e-06,8.6065321e-08,9.09944656e-07,38.440111420612816
60,Alabama,Talladega,42795.84129051486,Relatively Low,41.194676570721136,3.12124473e-07,2.9373418e-08,1.371028111e-06,16.55834107087589
61,Alabama,Tallapoosa,12068.881961886154,Very Low,17.177344475394616,4.1855548e-07,1.0585831e-08,8.697255108e-06,13.060971835345097
62,Alabama,Tuscaloosa,48658.94526386005,Relatively Low,48.715567935623646,1.62258474e-07,1.4820163e-08,1.129268083e-06,9.5636025998143
63,Alabama,Walker,24463.470311506255,Relatively Low,28.597957288765087,6.19689568e-07,1.4820163e-08,9.67699762e-07,14.298978644382544
64,Alabama,Washington,10856.708683529849,Very Low,17.920148560817083,3.78860522e-07,4.7135422e-08,3.12710412e-07,23.738780563293098
65,Alabama,Wilcox,10150.055163930188,Very Low,14.82513153822346,4.85499232e-07,4.6944721e-08,3.11377583e-07,23.614979882389356
66,Alabama,Winston,12748.476951989664,Very Low,18.229650263076447,1.00132161e-06,1.693733e-08,1.58600807e-07,19.83905911482513
67,Alaska,Aleutians East,19576.208934762006,Very Low,21.6032188177035,1.340417338e-06,2.98117124e-07,0.0,73.93995666976168
68,Alaska,Aleutians West,17666.42991169158,Very Low,22.25317239244816,6.66633177e-07,1.96719125e-07,0.0,58.71247291860106
69,Alaska,Anchorage,44202.71366847624,Relatively Low,44.59919529557412,1.639711e-09,1.1075827e-08,1.961002799e-06,8.356545961002785
70,Alaska,Bethel,160878.44577594212,Relatively Moderate,66.91426802847415,5.23063015e-07,4.26660833e-07,0.0,80.81089445991952
71,Alaska,Bristol Bay,5566.3469683317835,Very Low,11.513463324048285,1.03385487e-06,4.30137523e-07,0.0,74.58991024450634
72,Alaska,Chugach,39562.53333566293,Relatively Low,41.22562674094708,8.33354812e-07,3.93455171e-07,0.0,79.20148560817084
73,Alaska,Copper River,2433.0972974107985,Very Low,6.530485917672547,1.31510668e-07,6.1502706e-08,0.0,28.93840916125039
74,Alaska,Denali,38.54737332633096,Very Low,4.6115753636645,4.47066e-10,1.874296e-09,0.0,5.663881151346333
75,Alaska,Dillingham,20555.8239807102,Relatively Low,21.41751779634788,2.015594e-07,2.11290719e-07,0.0,63.447848963169285
76,Alaska,Fairbanks North Star,2954.9966027457253,Very Low,7.644692045806252,5.90226e-10,2.301877e-09,6.714162383e-06,6.190034045187248
77,Alaska,Haines,32712.91488299827,Relatively Low,34.66419065304859,2.295413922e-06,9.17223118e-07,0.0,90.62209842154131
78,Alaska,Hoonah-Angoon,10246.301392555892,Very Low,15.134633240482822,1.41236308e-07,2.6829089e-07,0.0,71.9900959455277
79,Alaska,Juneau,187542.56370147952,Relatively Moderate,78.08727948003715,5.86486664e-07,4.191005e-07,0.0,79.38718662952647
80,Alaska,Kenai Peninsula,93711.80134760536,Relatively Moderate,59.11482513153823,1.8031131e-08,1.01229055e-07,3.940019243e-06,42.33983286908079
81,Alaska,Ketchikan Gateway,23371.47301057217,Relatively Low,28.22655524605385,6.3646229e-08,1.11271385e-07,0.0,44.93964716805942
82,Alaska,Kodiak Island,118565.69328533692,Relatively Moderate,64.80965645311049,4.05934744e-07,5.5005289e-07,0.0,83.99876199319098
83,Alaska,Kusilvak,114475.52926023053,Relatively Moderate,55.55555555555556,1.280081251e-06,6.03436546e-07,0.0,86.28907458991024
84,Alaska,Lake and Peninsula,13026.245834935036,Very Low,15.598885793871869,5.69355122e-07,4.26403114e-07,0.0,78.7372330547818
85,Alaska,Matanuska-Susitna,382.69051613265776,Very Low,4.952027236149799,2.51106e-10,2.44479e-10,0.0,4.828226555246054
86,Alaska,Nome,253827.36229727513,Relatively Moderate,76.50882079851438,7.54518e-10,1.269234553e-06,0.0,97.090683998762
87,Alaska,North Slope,88308.58090431857,Relatively Low,52.64623955431755,3.91689e-10,4.334826e-07,0.0,81.9870009285051
88,Alaska,Northwest Arctic,99472.97826198442,Relatively Moderate,54.28659857629216,5.76601e-10,6.38431693e-07,0.0,88.23893531414424
89,Alaska,Petersburg,12521.629216310292,Very Low,16.898792943361187,1.18969901e-07,2.14225289e-07,0.0,64.37635406994738
90,Alaska,Prince of Wales-Hyder,8269.796681817697,Very Low,12.751470133085732,4.633139e-08,8.248858e-08,0.0,36.64500154750851
91,Alaska,Sitka,13146.086452375468,Very Low,19.52955741256577,5.5608279e-08,1.04018674e-07,0.0,42.98978644382544
92,Alaska,Skagway,14469.649616944856,Very Low,20.798514391829155,9.32381195e-07,7.72277095e-07,0.0,89.53884246363356
93,Alaska,Southeast Fairbanks,181.4518358563193,Very Low,4.797276385020117,1.260184e-09,1.593727e-09,0.0,5.632930981120396
94,Alaska,Wrangell,7214.361755342721,Very Low,12.441968430826368,1.20207648e-07,2.15275028e-07,0.0,64.50015475085112
95,Alaska,Yakutat,3866.746338862259,Very Low,8.23274528009904,7.38047214e-07,3.68648976e-07,0.0,75.70411637264003
96,Alaska,Yukon-Koyukuk,28751.134450970687,Relatively Low,26.09099350046425,4.57285e-10,2.6714814e-07,0.0,72.79480037140205
97,Arizona,Apache,68881.4218716314,Relatively Low,45.46580006190034,1.1933875e-08,5.1268184e-08,2.352e-12,25.81244196843083
98,Arizona,Cochise,21320.725664708847,Relatively Low,25.348189415041784,3.922454e-09,1.0582255e-08,2.895e-12,8.016094088517486
99,Arizona,Coconino,259471.9271931588,Relatively Moderate,83.4416589291241,2.13369748e-07,1.26228065e-07,6.326e-12,47.8180129990715
100,Arizona,Gila,32574.559158919503,Relatively Low,34.91179201485608,6.131073e-09,3.9509648e-08,5.226e-12,20.860414732281026
101,Arizona,Graham,53840.84316003077,Relatively Low,44.84679665738162,2.6067506e-08,8.5037266e-08,3.716e-12,37.449705973382855
102,Arizona,Greenlee,12756.577751460369,Very Low,19.83905911482513,2.21600763e-07,9.2256469e-08,3.882e-12,39.05911482513154
103,Arizona,La Paz,0.002452476794838,Very Low,4.333023831631074,2.85e-13,2e-15,0.0,4.36397400185701
104,Arizona,Maricopa,5734.035303726244,Very Low,11.482513153822346,1.08654e-10,9.2893e-11,1.95e-13,4.766326214794182
105,Arizona,Mohave,1627.44526660459,Very Low,5.725781491798205,6.179145e-09,3.75346e-10,1.132e-12,5.044877746827607
106,Arizona,Navajo,174664.98276268475,Relatively Moderate,72.23769730733518,2.1580028e-08,9.4921941e-08,2.044e-12,40.35902197462086
107,Arizona,Pima,202036.73151342597,Relatively Moderate,77.87062828845558,1.0897483e-08,1.2943419e-08,2.271e-12,8.696997833488085
108,Arizona,Pinal,3274.12161364659,Very Low,7.768492726709997,9.27807e-10,5.3861e-10,2.83e-13,5.075827917053544
109,Arizona,Santa Cruz,6693.939923940038,Very Low,10.677808727948005,1.1094235e-08,7.655027e-09,2.097e-12,7.118539151965336
110,Arizona,Yavapai,316288.0672949451,Relatively High,87.09377901578459,7.9071741e-08,9.7762907e-08,2.47e-12,41.16372640049521
111,Arizona,Yuma,0.0,No Rating,0.0,0.0,0.0,0.0,0.0
112,Arkansas,Arkansas,38087.97055787216,Relatively Low,41.00897554936552,5.162274836e-06,4.017037e-09,3.2835329164e-05,67.74992262457444
113,Arkansas,Ashley,36829.321541506935,Relatively Low,36.552151036830715,3.955467616e-06,3.3280342e-08,3.6483699051e-05,49.11792014856081
114,Arkansas,Baxter,419424.41511845536,Relatively High,90.00309501702259,3.834069257e-05,1.2863947e-07,6.3846473375e-05,82.42030331166822
115,Arkansas,Benton,342648.9586751644,Relatively High,88.73413803775922,2.91971536e-07,7.6315011e-08,7.4791583069e-05,43.82544103992572
116,Arkansas,Boone,101043.56283436401,Relatively Moderate,65.45961002785515,3.607056687e-06,1.18638337e-07,6.7494843282e-05,56.7007118539152
117,Arkansas,Bradley,12783.17207141118,Very Low,17.270194986072422,2.620241121e-06,2.1632222e-08,2.3714404396e-05,41.00897554936552
118,Arkansas,Calhoun,10595.944769832644,Very Low,16.03218817703497,6.665115536e-06,2.1632222e-08,2.3714404396e-05,55.524605385329615
119,Arkansas,Carroll,690345.7067383059,Relatively High,93.8409161250387,7.6832748978e-05,8.562172e-08,8.3912507864e-05,92.38625812441968
120,Arkansas,Chicot,85672.90958351533,Relatively Low,52.80099040544724,5.476812136e-06,2.98222539e-07,3.6483699071e-05,75.08511296812131
121,Arkansas,Clark,133376.9884725829,Relatively Moderate,68.05942432683379,2.5018355913e-05,2.6624273e-08,2.9186959257e-05,79.94428969359333
122,Arkansas,Clay,75435.15077603656,Relatively Low,56.948313215722685,3.684141678e-06,2.24537936e-07,6.5670658328e-05,72.98050139275766
123,Arkansas,Cleburne,242622.88514132623,Relatively Moderate,83.56545961002787,3.2722652508e-05,8.9865332e-08,4.9252993746e-05,82.17270194986072
124,Arkansas,Cleveland,23744.260961168235,Relatively Low,30.516867842773134,1.3469107864e-05,2.3296239e-08,2.553858935e-05,71.61869390281646
125,Arkansas,Columbia,107587.74266704326,Relatively Moderate,61.7455896007428,2.0734808359e-05,2.4960256e-08,2.7362774303e-05,75.61126586196224
126,Arkansas,Conway,308545.598737501,Relatively High,85.14391829155059,4.4600997771e-05,7.3223604e-08,4.0132068978e-05,86.81522748375117
127,Arkansas,Craighead,52639.23910406276,Relatively Low,47.44661095636025,7.30748185e-07,8.926748e-09,7.2967398142e-05,43.70164035902199
128,Arkansas,Crawford,1008056.9740325788,Very High,96.4097802537914,6.848136322e-05,1.36462171e-07,7.4791583096e-05,89.32219127205198
129,Arkansas,Crittenden,35526.10041519009,Relatively Low,36.49025069637883,1.428315329e-06,1.1395155e-08,4.742880879e-05,45.620550913030016
130,Arkansas,Cross,107560.81347020014,Relatively Moderate,61.55988857938719,1.9376601643e-05,7.1414e-09,5.8373918514e-05,81.95605075827916
131,Arkansas,Dallas,20247.848726784046,Relatively Low,24.357783967811823,1.0899931022e-05,2.3296239e-08,2.553858935e-05,65.27390900649954
132,Arkansas,Desha,51393.00930873284,Relatively Low,42.9588362735995,2.302778142e-06,1.9384465e-07,2.3714404375e-05,63.50974930362116
133,Arkansas,Drew,13178.04478684217,Very Low,20.17951098731043,1.856053226e-06,2.1632222e-08,2.371440431e-05,33.98328690807799
134,Arkansas,Faulkner,798104.5899459616,Relatively High,95.69792633859488,3.0942170279e-05,8.3208641e-08,4.5604623839e-05,78.70628288455586
135,Arkansas,Franklin,374427.45755697886,Relatively High,88.2079851439183,6.5140808916e-05,1.2980548e-07,7.1143213189e-05,90.65304859176725
136,Arkansas,Fulton,129100.25824334504,Relatively Moderate,67.3785205818632,4.4967361115e-05,6.1424277e-08,6.0198103467e-05,85.14391829155059
137,Arkansas,Garland,1088537.5862738048,Very High,96.90498297740636,4.1310126254e-05,3.8272393e-08,4.1956253932e-05,86.1652739090065
138,Arkansas,Grant,55497.900139203455,Relatively Low,51.43918291550603,2.030298e-05,3.1616325e-08,3.4659514118e-05,72.64004952027237
139,Arkansas,Greene,33487.99677870982,Relatively Low,38.40916125038687,1.73172168e-06,8.926708e-09,7.2967398122e-05,55.33890436397401
140,Arkansas,Hempstead,25768.10082426686,Relatively Low,28.81460848034664,2.45057347e-07,4.4774297e-08,2.9186959257e-05,45.65150108325596
141,Arkansas,Hot Spring,255903.60851377447,Relatively Moderate,83.13215722686475,4.1004600743e-05,2.9952308e-08,3.2835329164e-05,85.5462705044878
142,Arkansas,Howard,41099.552090101904,Relatively Low,35.468895078922934,3.101578941e-06,3.1616325e-08,3.4659514099e-05,61.621788919839055
143,Arkansas,Independence,143817.3138457419,Relatively Moderate,71.58774373259052,1.7418549288e-05,6.025556e-09,4.9252993746e-05,80.00619003404519
144,Arkansas,Izard,78321.12720249245,Relatively Low,54.81275147013308,2.4941003591e-05,7.364569e-09,6.0198103467e-05,84.21541318477252
145,Arkansas,Jackson,109654.9275997639,Relatively Moderate,64.43825441039925,2.4652385387e-05,5.802387e-09,4.7428808793e-05,84.43206437635406
146,Arkansas,Jefferson,43915.16335017237,Relatively Low,41.38037759207676,1.693726588e-06,4.240206e-09,3.4659514118e-05,45.77530176415971
147,Arkansas,Johnson,238265.44386815708,Relatively Moderate,78.4896316929743,3.16676413e-05,8.9865332e-08,4.9252993746e-05,80.16094088517487
148,Arkansas,Lafayette,61639.883646175935,Relatively Low,45.991952955741255,2.3499449474e-05,2.8288291e-08,3.1011144211e-05,81.24419684308262
149,Arkansas,Lawrence,30447.864082200285,Relatively Low,35.74744661095636,4.211466993e-06,8.48041e-09,6.9319028177e-05,73.29000309501701
150,Arkansas,Lee,28732.457839813487,Relatively Low,28.443206437635403,8.226878638e-06,5.579219e-09,4.5604623807e-05,76.32311977715878
151,Arkansas,Lincoln,20637.117493273014,Relatively Low,26.431445372949558,4.665377294e-06,2.1632222e-08,2.3714404354e-05,56.32930981120396
152,Arkansas,Little River,40142.46265686893,Relatively Low,42.92788610337357,1.0252301796e-05,2.9952308e-08,3.2835329164e-05,66.97616836892603
153,Arkansas,Logan,301982.42618806206,Relatively High,85.20581863200246,5.0227143529e-05,7.9880295e-08,4.3780438885e-05,87.52708139894769
154,Arkansas,Lonoke,198138.5087445144,Relatively Moderate,79.94428969359333,1.6561455604e-05,4.909712e-09,4.0132068972e-05,78.21108016094088
155,Arkansas,Madison,59300.271932628806,Relatively Low,51.03683070256887,2.022483678e-06,8.3760378e-08,8.208832291e-05,71.03064066852369
156,Arkansas,Marion,234384.55895679316,Relatively Moderate,81.73939956669761,7.1562711579e-05,6.3285619e-08,6.2022288421e-05,90.28164654905602
157,Arkansas,Miller,286210.21375733765,Relatively Moderate,84.18446301454658,2.9028731703e-05,3.4944359e-08,3.8307884025e-05,81.18229650263075
158,Arkansas,Mississippi,57448.30974101771,Relatively Low,47.63231197771588,1.42695904e-06,8.480386e-09,6.9319028235e-05,67.09996904982978
159,Arkansas,Monroe,24609.63718370132,Relatively Low,26.02909316001238,6.872187802e-06,5.132881e-09,4.1956253932e-05,72.17579696688333
160,Arkansas,Montgomery,100553.8535960395,Relatively Moderate,62.27174249458371,4.1149368669e-05,3.993641e-08,4.3780438885e-05,86.50572578149179
161,Arkansas,Nevada,54705.84994921032,Relatively Low,46.48715567935624,2.0734808359e-05,2.4960256e-08,2.7362774303e-05,78.11822965026307
162,Arkansas,Newton,86816.99952462259,Relatively Low,61.18848653667596,6.2528616471e-05,1.84176289e-07,6.9319028235e-05,87.24852986691427
163,Arkansas,Ouachita,14967.22740293056,Very Low,20.08666047663262,1.417535133e-06,2.1632222e-08,2.3714404396e-05,23.491179201485608
164,Arkansas,Perry,116371.71657464652,Relatively Moderate,66.57381615598887,5.5135190341e-05,7.3223604e-08,4.0132068978e-05,87.21757969668833
165,Arkansas,Phillips,29107.730108444703,Relatively Low,30.609718353450944,3.558674536e-06,4.46337e-09,3.6483699021e-05,67.65707211389662
166,Arkansas,Pike,100759.0053053694,Relatively Moderate,60.22903125967193,2.914406192e-05,2.4960256e-08,2.7362774303e-05,83.41070875889818
167,Arkansas,Poinsett,34772.623503625146,Relatively Low,36.892602909316,2.910848186e-06,8.257242e-09,6.7494843219e-05,71.92819560507583
168,Arkansas,Polk,147169.3942705223,Relatively Moderate,70.07118539151965,1.9449167554e-05,3.993641e-08,4.3780438885e-05,76.8492726709997
169,Arkansas,Pope,393450.38469848846,Relatively High,89.26029093160012,1.9582964954e-05,1.61371117e-07,4.7428808782e-05,73.04240173320953
170,Arkansas,Prairie,46549.9479888421,Relatively Low,44.3206437635407,1.6619836656e-05,4.909712e-09,4.0132068978e-05,81.33704735376045
171,Arkansas,Pulaski,3648006.8449374577,Very High,99.7523986381925,3.7611455108e-05,6.9022056e-08,3.8307882379e-05,83.10120705663881
172,Arkansas,Randolph,32778.846520746,Relatively Low,35.99504797276385,3.63539754e-06,7.810906e-09,6.3846473375e-05,70.56638811513464
173,Arkansas,St. Francis,28683.924761768543,Relatively Low,28.690807799442897,3.285724087e-06,5.35605e-09,4.3780438875e-05,62.95264623955432
174,Arkansas,Saline,738366.103259442,Relatively High,95.75982667904674,3.7588514953e-05,6.0555003e-08,3.8307884025e-05,81.61559888579387
175,Arkansas,Scott,189767.9619045372,Relatively Moderate,74.86846177653977,5.7814900619e-05,7.655195e-08,4.1956253932e-05,89.50789229340762
176,Arkansas,Searcy,102134.5915641302,Relatively Moderate,65.39770968740328,5.9899732508e-05,1.16492097e-07,6.3846473375e-05,88.11513463324049
177,Arkansas,Sebastian,2145199.495555186,Very High,99.10244506344785,5.845970031e-05,1.16492097e-07,6.3846473375e-05,88.48653667595171
178,Arkansas,Sevier,29578.333272007814,Relatively Low,29.619312906220983,1.472710235e-06,3.1616325e-08,3.4659514084e-05,54.34849891674404
179,Arkansas,Sharp,124125.28589469932,Relatively Moderate,67.31662024141133,2.7698822786e-05,7.364569e-09,6.0198103467e-05,86.01052305787681
180,Arkansas,Stone,192006.52649040264,Relatively Moderate,75.7660167130919,5.7069249783e-05,1.0650706e-07,5.8373918514e-05,88.08418446301454
181,Arkansas,Union,182138.50740236713,Relatively Moderate,75.64221603218819,2.0734808359e-05,2.4960256e-08,2.7362774303e-05,75.73506654286598
182,Arkansas,Van Buren,190150.762282346,Relatively Moderate,74.74466109563603,4.2136323529e-05,8.3208641e-08,4.5604623839e-05,84.09161250386877
183,Arkansas,Washington,3904293.0906008775,Very High,99.78334880841844,7.3492194675e-05,8.1899036e-08,8.0264137882e-05,90.59114825131536
184,Arkansas,White,312274.431748314,Relatively High,85.70102135561746,1.8391810774e-05,5.35605e-09,4.3780438885e-05,79.69668833178582
185,Arkansas,Woodruff,45950.656915591695,Relatively Low,40.69947384710616,1.8227116904e-05,5.132881e-09,4.1956253932e-05,82.66790467347569
186,Arkansas,Yell,264889.39568784746,Relatively Moderate,81.49179820489013,4.5846851641e-05,7.3223604e-08,4.0132068978e-05,85.67007118539152
187,California,Alameda,0.000750614132459,Very Low,4.302073661405138,0.0,0.0,0.0,4.271123491179202
188,California,Alpine,144225.44757528583,Relatively Moderate,69.73073351903436,4.242440985e-06,7.425749265e-06,3.8385e-11,99.25719591457752
189,California,Amador,21401.175813935057,Relatively Low,28.93840916125039,1.14562155e-07,3.8374375e-08,1.245e-12,19.777158774373255
190,California,Butte,9423.08826519152,Very Low,15.753636645001547,1.471309e-09,3.118908e-09,1.16e-13,5.787681832250077
191,California,Calaveras,19805.739935588423,Very Low,29.74311358712473,9.7966163e-08,3.5002794e-08,1.511e-12,18.848653667595173
192,California,Colusa,685.7302880943771,Very Low,5.044877746827607,9.637979e-09,1.572258e-09,1.68e-13,5.60198081089446
193,California,Contra Costa,0.113046265500536,Very Low,4.456824512534819,3.9e-13,3e-15,0.0,4.425874342308882
194,California,Del Norte,601.9760637831953,Very Low,5.075827917053544,5.17457e-10,1.486365e-09,1.4e-13,5.571030640668524
195,California,El Dorado,112263.52237737372,Relatively Moderate,69.11173011451564,5.8879644e-08,4.5653141e-08,4.43e-12,22.500773754255647
196,California,Fresno,921.5496734610035,Very Low,5.292479108635098,2.70438e-09,3.1066e-11,1e-15,5.013927576601671
197,California,Glenn,417.5707608762176,Very Low,4.890126895697926,5.022424e-09,7.73168e-10,2.31e-13,5.323429278861034
198,California,Humboldt,9871.252906820548,Very Low,15.258433921386567,1.461102e-09,4.680227e-09,1.407e-12,6.004333023831631
199,California,Imperial,0.000557356501585,Very Low,4.271123491179202,8e-15,0.0,0.0,4.302073661405138
